-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |      Rel. |    Aki     | Acc. |      Ei           Ek      |             Lower level             |              Upper level               |  gi   gk  |Type|               TP  |       Line  |
     Wavelength     |      Int. |   (s^-1)   |      |    (cm-1)       (cm-1)    |-------------------------------------|----------------------------------------|           |    |              Ref. |       Ref.  |
      Air (nm)      |           |            |      |                           | Conf.                 | Term  | J   | Conf.                 | Term     | J   |           |    |                   |             |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel      |    Aki     | Acc  |              Ei - Ek      | L Conf                |L Term | L J | U Conf                |U Term    | U J |   gi - gk |Type|             TP    |    Line     |
         615.77280  |       550 | 1.2e+06    | D    |  32873.632  -   49108.896 | 3d8                   | c 3F  | 4   | 3d7.(2G).4p           | w 3F*    | 4   |   9 - 9   |    |            T2578n |     L11631  |
         615.9377   |        35 |            |      |  37162.746  -   53393.673 | 3d7.(4F).4p           | y 3F* | 3   | 3d7.(4F).4d           | g 5F     | 4   |   7 - 9   |    |                   |     L11631  |
         616.35441  |       105 | 8.44e+03   | C+   |  17726.988  -   33946.933 | 3d7.(4P).4s           | a 5P  | 2   | 3d6.(5D).4s.4p.(3P*)  | z 3P*    | 2   |   5 - 5   |    |             T5783 |     L11631  |
         616.53599  |       204 | 6.54e+05   | C+   |  33412.717  -   49627.884 | 3d8                   | c 3F  | 3   | 3d7.(2G).4p           | v 3G*    | 4   |   7 - 9   |    |             T5720 |     L11631  |
         616.9597   |        27 |            |      |  38175.355  -   54379.384 | 3d7.(4F).4p           | y 3D* | 3   | 3d7.(4F).4d           | e 3G     | 3   |   7 - 7   |    |                   |     L11631  |
         617.05067  |       407 |            |      |  38678.039  -   54879.683 | 3d7.(4F).4p           | y 3D* | 2   | 3d7.(4F).4d           | e 3P     | 2   |   5 - 5   |    |                   |     L11631  |
         617.33352  |       240 | 2.31e+05   | B    |  17927.382  -   34121.603 | 3d7.(4P).4s           | a 5P  | 1   | 3d7.(4F).4p           | y 5D*    | 0   |   3 - 1   |    |             T4187 |     L11631  |
         618.02038  |       195 | 5.59e+04   | D+   |  21999.130  -   38175.355 | 3d7.(2G).4s           | a 3G  | 4   | 3d7.(4F).4p           | y 3D*    | 3   |   9 - 7   |    |             T5720 |     L11631  |
         618.5697   |        34 |            |      |  45562.974  -   61724.829 | 3d6.(3H).4s.4p.(3P*)  | y 3G* | 3   |                       | 61724e   | 4   |   7 - 9   |    |                   |     L11631  |
         618.79900  |       191 | 4.1e+05    | E    |  31805.071  -   47960.940 | 3d6.(5D).4s.4p.(3P*)  | z 3F* | 3   | 3d7.(4F).5s           | e 3F     | 4   |   7 - 9   |    |            T2578n |     L11631  |
         619.1558   |   6000bl* | 7.41e+05   | C+   |  19621.006  -   35767.564 | 3d6.4s2               | a 3H  | 5   | 3d7.(4F).4p           | z 3G*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         619.1558   |   6000bl* |            |      |  34328.752  -   50475.288 | 3d7.(4F).4p           | y 5F* | 3   | 3d6.(5D).4s (6D).4d   | e 7P     | 4   |   7 - 9   |    |                   |     L11631  |
         620.03125  |       550 | 9.06e+04   | C+   |  21038.987  -   37162.746 | 3d6.4s2               | b 3F2 | 2   | 3d7.(4F).4p           | y 3F*    | 3   |   5 - 7   |    |             T4293 |     L11631  |
         621.34299  |       457 | 1.90e+05   | D+   |  17927.382  -   34017.103 | 3d7.(4P).4s           | a 5P  | 1   | 3d7.(4F).4p           | y 5D*    | 1   |   3 - 3   |    |             T5720 |     L11631  |
         621.51434  |       219 | 1.18e+06   | C+   |  33765.306  -   49850.590 | 3d8                   | c 3F  | 2   | 3d7.(2G).4p           | v 3G*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         621.92806  |       780 | 1.27e+05   | B    |  17726.988  -   33801.572 | 3d7.(4P).4s           | a 5P  | 2   | 3d7.(4F).4p           | y 5D*    | 2   |   5 - 5   |    |             T4187 |     L11631  |
         622.0783   |        62 |            |      |  31307.245  -   47377.955 | 3d6.(5D).4s.4p.(3P*)  | z 3F* | 4   | 3d7.(4F).5s           | e 5F     | 4   |   9 - 9   |    |                   |     L11631  |
         622.6250   |        71 |            |      |  29371.812  -   45428.402 | 3d6.4s2               | b 3D  | 3   | 3d6.(3H).4s.4p.(3P*)  | y 3G*    | 4   |   7 - 9   |    |                   |     L11631  |
         622.6736   |        65 |            |      |  31322.613  -   47377.955 | 3d6.(5D).4s.4p.(3P*)  | z 3D* | 3   | 3d7.(4F).5s           | e 5F     | 4   |   7 - 9   |    |                   |     L11631  |
         622.9228   |        89 | 8.97e+04   | D+   |  22946.816  -   38995.736 | 3d7.(4P).4s           | b 3P  | 1   | 3d7.(4F).4p           | y 3D*    | 1   |   3 - 3   |    |             T5783 |     L11631  |
         623.07226  |      6600 | 9.99e+05   | B    |  20641.110  -   36686.176 | 3d6.4s2               | b 3F2 | 4   | 3d7.(4F).4p           | y 3F*    | 4   |   9 - 9   |    |             T4293 |     L11631  |
         623.26408  |       790 | 3.42e+06   | B    |  29469.024  -   45509.152 | 3d6.(5D).4s.4p.(3P*)  | z 5P* | 2   | 3d6.(5D).4s (6D).5s   | e 5D     | 1   |   5 - 3   |    |             T6110 |     L11631  |
         624.0310   |        41 |            |      |  33412.717  -   49433.131 | 3d8                   | c 3F  | 3   | 3d7.(2G).4p           | w 3F*    | 2   |   7 - 5   |    |                   |     L11631  |
         624.06458  |       288 | 2.30e+04   | D+   |  17927.382  -   33946.933 | 3d7.(4P).4s           | a 5P  | 1   | 3d6.(5D).4s.4p.(3P*)  | z 3P*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         624.63184  |      4900 | 3.24e+06   | B    |  29056.324  -   45061.329 | 3d6.(5D).4s.4p.(3P*)  | z 5P* | 3   | 3d6.(5D).4s (6D).5s   | e 5D     | 3   |   7 - 7   |    |             T5720 |     L11631  |
         625.25550  |      9500 | 3.19e+05   | B    |  19390.168  -   35379.208 | 3d6.4s2               | a 3H  | 6   | 3d7.(4F).4p           | z 3G*    | 5   |  13 - 11  |    |             T4187 |     L11631  |
         625.3831   |        50 |            |      |  38175.355  -   54161.139 | 3d7.(4F).4p           | y 3D* | 3   | 3d7.(4F).4d           | f 5G     | 3   |   7 - 7   |    |                   |     L11631  |
         625.42581  |      5100 | 2.13e+05   | C+   |  18378.186  -   34362.873 | 3d6.4s2               | a 3P2 | 2   | 3d6.(5D).4s.4p.(3P*)  | z 3P*    | 1   |   5 - 3   |    |             T5720 |     L11631  |
         625.63611  |      1380 | 7.40e+04   | C    |  19788.251  -   35767.564 | 3d6.4s2               | a 3H  | 4   | 3d7.(4F).4p           | z 3G*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         626.51335  |      2690 | 6.84e+04   | B    |  17550.181  -   33507.123 | 3d7.(4P).4s           | a 5P  | 3   | 3d7.(4F).4p           | y 5D*    | 3   |   7 - 7   |    |             T4187 |     L11631  |
         627.02246  |       760 | 1.39e+05   | D    |  23051.750  -   38995.736 | 3d7.(4P).4s           | b 3P  | 0   | 3d7.(4F).4p           | y 3D*    | 1   |   1 - 3   |    |             T5720 |     L11631  |
         627.1278   |       200 | 3.05e+04   | C+   |  26874.550  -   42815.855 | 3d6.(5D).4s.4p.(3P*)  | z 5F* | 5   | 3d6.(5D).4s (6D).5s   | e 7D     | 5   |  11 - 11  |    |             T6110 |     L11631  |
         628.06178  |      3800 | 6.26e+02   | B+   |   6928.268  -   22845.869 | 3d7.(4F).4s           | a 5F  | 5   | 3d6.(5D).4s.4p.(3P*)  | z 7F*    | 5   |  11 - 11  |    |             T4920 |     L11631  |
         628.0774   |        50 |            |      |  36940.590  -   52857.804 | 3d7.(2F).4s           | d 3F  | 2   | 3d7.(2D2).4p          | t 3D*    | 1   |   5 - 3   |    |                   |     L11631  |
         629.09652  |      1780 |            |      |  38175.355  -   54066.773 | 3d7.(4F).4p           | y 3D* | 3   | 3d7.(4F).4d           | f 3D     | 2   |   7 - 5   |    |                   |     L11631  |
         629.1070   |       100 |            |      |  38175.355  -   54066.518 | 3d7.(4F).4p           | y 3D* | 3   | 3d7.(4F).4d           | e 3G     | 4   |   7 - 9   |    |                   |     L11631  |
         629.3925   |       200 |            |      |  38995.736  -   54879.683 | 3d7.(4F).4p           | y 3D* | 1   | 3d7.(4F).4d           | e 3P     | 2   |   3 - 5   |    |                   |     L11631  |
         629.77927  |      4680 | 6.12e+04   | B    |  17927.382  -   33801.572 | 3d7.(4P).4s           | a 5P  | 1   | 3d7.(4F).4p           | y 5D*    | 2   |   3 - 5   |    |             T4187 |     L11631  |
         630.15008  |     33100 | 6.43e+06   | B    |  29469.024  -   45333.875 | 3d6.(5D).4s.4p.(3P*)  | z 5P* | 2   | 3d6.(5D).4s (6D).5s   | e 5D     | 2   |   5 - 5   |    |             T5783 |     L11631  |
         630.24932  |     10700 |            |      |  29732.736  -   45595.086 | 3d6.(5D).4s.4p.(3P*)  | z 5P* | 1   | 3d6.(5D).4s (6D).5s   | e 5D     | 0   |   3 - 1   |    |                   |     L11631  |
         630.7854   |       182 |            |      |  29371.812  -   45220.681 | 3d6.4s2               | b 3D  | 3   | 3d6.(3P2).4s.4p.(3P*) | x 3D*    | 3   |   7 - 7   |    |                   |     L11631  |
         631.14999  |      1000 | 2.42e+04   | C+   |  22838.323  -   38678.039 | 3d7.(4P).4s           | b 3P  | 2   | 3d7.(4F).4p           | y 3D*    | 2   |   5 - 5   |    |             T6110 |     L11631  |
         631.2770   |        71 |            |      |  35767.564  -   51604.103 | 3d7.(4F).4p           | z 3G* | 4   | 3d6.(5D).4s (6D).4d   | f 5F     | 3   |   9 - 7   |    |                   |     L11631  |
         631.53063  |      7400 | 1.40e+06   | C    |  33412.717  -   49242.886 | 3d8                   | c 3F  | 3   | 3d7.(2G).4p           | w 3F*    | 3   |   7 - 7   |    |             T5720 |     L11631  |
         631.54121  |      1510 |            |      |  33412.717  -   49242.621 | 3d8                   | c 3F  | 3   | 3d6.(3F2).4s.4p.(3P*) | v 3D*    | 2   |   7 - 5   |    |                   |     L11631  |
         631.58110  |      5000 | 4.0e+05    | D    |  32873.632  -   48702.535 | 3d8                   | c 3F  | 4   | 3d6.(3H).4s.4p.(3P*)  | y 1G*    | 4   |   9 - 9   |    |            T2578n |     L11631  |
         631.80171  |     37200 | 3.75e+05   | D+   |  19788.251  -   35611.625 | 3d6.4s2               | a 3H  | 4   | 3d7.(4F).4p           | z 5G*    | 3   |   9 - 7   |    |             T4653 |     L11631  |
         632.26851  |     15500 | 6.95e+04   | C+   |  20874.482  -   36686.176 | 3d6.4s2               | b 3F2 | 3   | 3d7.(4F).4p           | y 3F*    | 4   |   7 - 9   |    |             T4293 |     L11631  |
         633.08491  |      2000 | 6.4e+05    | E    |  38175.355  -   53966.662 | 3d7.(4F).4p           | y 3D* | 3   | 3d7.(4F).4d           | h 5D     | 2   |   7 - 5   |    |            T2578n |     L11631  |
         633.53304  |     51000 | 1.58e+05   | C+   |  17726.988  -   33507.123 | 3d7.(4P).4s           | a 5P  | 2   | 3d7.(4F).4p           | y 5D*    | 3   |   5 - 7   |    |             T5720 |     L11631  |
         633.68239  |     65000 | 7.71e+06   | B    |  29732.736  -   45509.152 | 3d6.(5D).4s.4p.(3P*)  | z 5P* | 1   | 3d6.(5D).4s (6D).5s   | e 5D     | 1   |   3 - 3   |    |             T6110 |     L11631  |
         633.88771  |      3800 | 5.1e+06    | D    |  38678.039  -   54449.347 | 3d7.(4F).4p           | y 3D* | 2   | 3d7.(4F).4d           | f 3D     | 1   |   5 - 3   |    |            T2578n |     L11631  |
         634.41487  |      9500 | 1.80e+04   | B    |  19621.006  -   35379.208 | 3d6.4s2               | a 3H  | 5   | 3d7.(4F).4p           | z 3G*    | 5   |  11 - 11  |    |             T4187 |     L11631  |
         635.0544   |       129 |            |      |  36940.590  -   52682.920 | 3d7.(2F).4s           | d 3F  | 2   | 3d7.(2D2).4p          | t 3D*    | 2   |   5 - 5   |    |                   |     L11631  |
         635.1272   |       151 |            |      |  34782.421  -   50522.944 | 3d7.(4F).4p           | z 5G* | 5   | 3d6.(5D).4s (6D).4d   | e 5G     | 6   |  11 - 13  |    |                   |     L11631  |
         635.3836   |       282 | 7.87e+00   | B+   |   7376.764  -   23110.939 | 3d7.(4F).4s           | a 5F  | 4   | 3d6.(5D).4s.4p.(3P*)  | z 7F*    | 3   |   9 - 7   |    |             T4920 |     L11631  |
         635.50286  |     17000 | 1.69e+05   | C    |  22946.816  -   38678.039 | 3d7.(4P).4s           | b 3P  | 1   | 3d7.(4F).4p           | y 3D*    | 2   |   3 - 5   |    |             T5720 |     L11631  |
         635.86333  |      7800 | 5.19e+05   | C+   |  33412.717  -   49135.023 | 3d8                   | c 3F  | 3   | 3d6.(3F2).4s.4p.(3P*) | v 3D*    | 3   |   7 - 7   |    |             T5720 |     L11631  |
         635.86972  |     28200 | 4.32e+02   | A    |   6928.268  -   22650.416 | 3d7.(4F).4s           | a 5F  | 5   | 3d6.(5D).4s.4p.(3P*)  | z 7F*    | 6   |  11 - 13  |    |             T3548 |     L11631  |
         636.28759  |      6600 | 2.8e+05    | E    |  33765.306  -   49477.127 | 3d8                   | c 3F  | 2   | 3d6.(3F2).4s.4p.(3P*) | 1F*      | 3   |   5 - 7   |    |            T2578n |     L11631  |
         636.43653  |      2400 | 2.1e+06    | E    |  38678.039  -   54386.186 | 3d7.(4F).4p           | y 3D* | 2   | 3d7.(4F).4d           | g 5F     | 1   |   5 - 3   |    |            T2578n |     L11631  |
         636.46947  |      1230 |            |      |  36975.588  -   52682.920 | 3d7.(2F).4s           | d 3F  | 3   | 3d7.(2D2).4p          | t 3D*    | 2   |   7 - 5   |    |                   |     L11631  |
         636.7120   |       182 |            |      |  38678.039  -   54379.384 | 3d7.(4F).4p           | y 3D* | 2   | 3d7.(4F).4d           | e 3G     | 3   |   5 - 7   |    |                   |     L11631  |
         636.8379   |        71 |            |      |  31307.245  -   47005.506 | 3d6.(5D).4s.4p.(3P*)  | z 3F* | 4   | 3d7.(4F).5s           | e 5F     | 5   |   9 - 11  |    |                   |     L11631  |
         636.8634   |        50 |            |      |  38678.039  -   54375.677 | 3d7.(4F).4p           | y 3D* | 2   | 3d7.(4F).4d           | f 5G     | 2   |   5 - 5   |    |                   |     L11631  |
         637.6199   |       151 |            |      |  34843.957  -   50522.944 | 3d7.(4F).4p           | z 5G* | 6   | 3d6.(5D).4s (6D).4d   | e 5G     | 6   |  13 - 13  |    |                   |     L11631  |
         638.07428  |     15800 | 1.38e+06   | C    |  33765.306  -   49433.131 | 3d8                   | c 3F  | 2   | 3d7.(2G).4p           | w 3F*    | 2   |   5 - 5   |    |             T5720 |     L11631  |
         638.57181  |       790 |            |      |  38175.355  -   53830.975 | 3d7.(4F).4p           | y 3D* | 3   | 3d7.(4F).4d           | g 5F     | 3   |   7 - 7   |    |                   |     L11631  |
         639.25383  |      1020 |            |      |  18378.186  -   34017.103 | 3d6.4s2               | a 3P2 | 2   | 3d7.(4F).4p           | y 5D*    | 1   |   5 - 3   |    |                   |     L11631  |
         639.36009  |    302000 | 4.81e+05   | C    |  19621.006  -   35257.324 | 3d6.4s2               | a 3H  | 5   | 3d7.(4F).4p           | z 5G*    | 4   |  11 - 9   |    |             T5720 |     L11631  |
         639.7968   |       129 |            |      |  36079.372  -   51705.014 | 3d7.(4F).4p           | z 3G* | 3   | 3d6.(5D).4s (6D).4d   | f 5F     | 2   |   7 - 5   |    |                   |     L11631  |
         639.9649   |       151 |            |      |  32133.991  -   47755.537 | 3d6.(5D).4s.4p.(3P*)  | z 3F* | 2   | 3d7.(4F).5s           | e 5F     | 3   |   5 - 7   |    |                   |     L11631  |
         640.00008  |    490000 | 9.27e+06   | B    |  29056.324  -   44677.006 | 3d6.(5D).4s.4p.(3P*)  | z 5P* | 3   | 3d6.(5D).4s (6D).5s   | e 5D     | 4   |   7 - 9   |    |             T5783 |     L11631  |
         640.03175  |     28200 | 8.69e+02   | C+   |   7376.764  -   22996.674 | 3d7.(4F).4s           | a 5F  | 4   | 3d6.(5D).4s.4p.(3P*)  | z 7F*    | 4   |   9 - 9   |    |             T5720 |     L11631  |
         640.80179  |     74000 | 3.12e+06   | B    |  29732.736  -   45333.875 | 3d6.(5D).4s.4p.(3P*)  | z 5P* | 1   | 3d6.(5D).4s (6D).5s   | e 5D     | 2   |   3 - 5   |    |             T5783 |     L11631  |
         640.8335   |       219 |            |      |  35379.208  -   50979.579 | 3d7.(4F).4p           | z 3G* | 5   | 3d6.(5D).4s (6D).4d   | e 5G     | 4   |  11 - 9   |    |                   |     L11631  |
         641.1107   |       417 |            |      |  38175.355  -   53768.979 | 3d7.(4F).4p           | y 3D* | 3   | 3d7.(4F).4d           | f 5G     | 4   |   7 - 9   |    |                   |     L11631  |
         641.16489  |    219000 | 4.43e+06   | B    |  29469.024  -   45061.329 | 3d6.(5D).4s.4p.(3P*)  | z 5P* | 2   | 3d6.(5D).4s (6D).5s   | e 5D     | 3   |   5 - 7   |    |             T5720 |     L11631  |
         641.2202   |        71 |            |      |  19788.251  -   35379.208 | 3d6.4s2               | a 3H  | 4   | 3d7.(4F).4p           | z 3G*    | 5   |   9 - 11  |    |                   |     L11631  |
