-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |             Rel. |    Aki     | Acc. |        Ei           Ek        |             Lower level              |              Upper level              |  gi   gk  |Type|            TP  |           Line  |
     Wavelength     |             Int. |   (s^-1)   |      |      (cm-1)       (cm-1)      |--------------------------------------|---------------------------------------|           |    |           Ref. |           Ref.  |
      Air (nm)      |                  |            |      |                               | Conf.                 | Term  | J    | Conf.                 | Term   | J    |           |    |                |                 |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel             |    Aki     | Acc  |              Ei - Ek          | L Conf                |L Term | L J  | U Conf                |U Term  | U J  |   gi - gk |Type|    	  TP    |        Line     |
         420.81605  |               33 |            |      |   89119.452   -   112876.116  | 3d6.(5D).5p           | 6D*   | 5/2  | 3d6.(5D).7s           | 4D     | 7/2  |   6 - 8   |    |                |     L18349c139  |
         421.02324  |               27 |            |      |   90901.130   -   114646.097  | 3d6.(5D).5p           | 4P*   | 5/2  | 3d6.(5D).6d           | 4G     | 7/2  |   6 - 8   |    |                |     L18349c139  |
         421.6570   |               12 |            |      |   90300.628   -   114009.908  | 3d6.(5D).5p           | 6F*   | 7/2  | 3d6.(5D).6d           | 4D     | 7/2  |   8 - 8   |    |                |     L18349c139  |
         421.78938  |               70 |            |      |   90780.623   -   114482.464  | 3d6.(5D).5p           | 4F*   | 7/2  | 3d6.(5D).6d           | 4G     | 9/2  |   8 - 10  |    |                |     L18349c139  |
         421.8220   |               23 | 1.5e+05    | D    |   84266.594   -   107966.642  | 3d6.(5D).4d           | 6P    | 7/2  | 3d5.(4F).4s.4p.(3P*)  | 6D*    | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         422.28911  |              170 |            |      |   88723.398   -   112397.186  | 3d6.(5D).5p           | 6D*   | 9/2  | 3d6.(5D).7s           | 6D     | 9/2  |  10 - 10  |    |                |     L18349c139  |
         422.417129 |     1600bl(Fe I) |            |      |   89890.396   -   113557.048  | 3d6.(3F1).4p          | 4G*   | 7/2  | 3d6.(5D).6d           | 6F     | 9/2  |   8 - 10  |    |                |     L18349c148  |
         422.60787  |     40bl(Fe II)* |            |      |   89331.199   -   112987.144  | 3d6.(5D).5p           | 6D*   | 3/2  | 3d6.(5D).7s           | 6D     | 5/2  |   4 - 6   |    |                |     L18349c148  |
         422.60787  |     40bl(Fe II)* |            |      |   90300.628   -   113956.532  | 3d6.(5D).5p           | 6F*   | 7/2  | 3d6.(5D).6d           | 6D     | 9/2  |   8 - 10  |    |                |     L18349c148  |
         422.88067  |               50 |            |      |   86929.664   -   110570.312  | 3d6.(3P1).4p          | v 4D* | 7/2  | 3d6.(3G).4d           | 2F     | 7/2  |   8 - 8   |    |                |     L18349c148  |
         423.0200   |               17 |            |      |   89924.150   -   113557.048  | 3d6.(5D).5p           | 6F*   | 11/2 | 3d6.(5D).6d           | 6F     | 9/2  |  12 - 10  |    |                |     L18349c139  |
         423.2240   |               23 |            |      |   80346.060   -   103967.555  | 3d6.(5D).5s           | e 4D  | 1/2  | 3d5.(4P).4s.4p.(3P*)  | 2S*    | 1/2  |   2 - 2   |    |                |     L18349c139  |
         423.31627  |             1000 | 7.2e+05    | C+   |   20830.5534  -    44446.9051 | 3d6.(3P2).4s          | b 4P  | 5/2  | 3d6.(5D).4p           | z 4D*  | 7/2  |   6 - 8   |    |          T7589 |     L18349c139  |
         423.39332  |               50 |            |      |   90397.873   -   114009.908  | 3d6.(5D).5p           | 4D*   | 7/2  | 3d6.(5D).6d           | 4D     | 7/2  |   8 - 8   |    |                |     L18349c139  |
         423.53870  |       70bl(Fe I) |            |      |   89924.150   -   113528.091  | 3d6.(5D).5p           | 6F*   | 11/2 | 3d6.(5D).6d           | 6F     | 11/2 |  12 - 12  |    |                |     L18349c148  |
         423.65118  |               40 |            |      |   91208.892   -   114806.568  | 3d6.(5D).5p           | 4F*   | 3/2  | 3d6.(5D).6d           | 4G     | 5/2  |   4 - 6   |    |                |     L18349c139  |
         424.01067  |         19bl(Ne) |            |      |  104315.373   -   127893.010  | 3d6.(3H).4d           | 2K    | 13/2 | 3d6.(3G<4>).4f        | 2[7]*  | 15/2 |  14 - 16  |    |                |     L18349c148  |
         424.04893  |               35 |            |      |   91070.566   -   114646.097  | 3d6.(5D).5p           | 4F*   | 5/2  | 3d6.(5D).6d           | 4G     | 7/2  |   6 - 8   |    |                |     L18349c139  |
         424.0640   |               20 |            |      |   90901.130   -   114475.826  | 3d6.(5D).5p           | 4P*   | 5/2  | 3d6.(5D).6d           | 114475 | 5/2  |   6 - 6   |    |                |     L18349c139  |
         424.4537   |               20 |            |      |   90780.623   -   114333.701  | 3d6.(5D).5p           | 4F*   | 7/2  | 3d6.(5D).6d           | 114333 | 7/2  |   8 - 8   |    |                |     L18349c139  |
         424.62345  |              100 |            |      |   88853.535   -   112397.186  | 3d6.(5D).5p           | 6D*   | 7/2  | 3d6.(5D).7s           | 6D     | 9/2  |   8 - 10  |    |                |     L18349c139  |
         424.9993   |               15 |            |      |   84424.422   -   107947.255  | 3d6.(5D).4d           | 6P    | 3/2  | 3d6.(5D).6p           | 4P*    | 3/2  |   4 - 4   |    |                |     L18349c139  |
         425.0429   |              140 | 1.2e+06    | D+   |   61974.931   -    85495.366  | 3d5.(6S).4s.4p.(3P*)  | y 6P* | 3/2  | 3d6.(5D).4d           | 6S     | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         425.2765   |               36 |            |      |   82853.704   -   106361.238  | 3d6.(5D).4d           | e 6F  | 11/2 | 3d6.(5D).6p           | 6D*    | 9/2  |  12 - 10  |    |                |     L18349c139  |
         425.6267   |               19 |            |      |   89119.452   -   112607.597  | 3d6.(5D).5p           | 6D*   | 5/2  | 3d6.(5D).7s           | 6D     | 7/2  |   6 - 8   |    |                |     L18349c139  |
         425.7618   |               13 |            |      |   90386.533   -   113867.242  | 3d6.(5D).5p           | 6F*   | 9/2  | 3d6.(5D).6d           | 6G     | 11/2 |  10 - 12  |    |                |     L18349c139  |
         425.7921   |               19 |            |      |   89128.569   -   112607.597  | 3d5.(4P).4s.4p.(3P*)  | 6P*   | 7/2  | 3d6.(5D).7s           | 6D     | 7/2  |   8 - 8   |    |                |     L18349c139  |
         425.8155   |               80 | 3.e+04     | E    |   21812.0454  -    45289.8248 | 3d6.(3P2).4s          | b 4P  | 3/2  | 3d6.(5D).4p           | z 4F*  | 3/2  |   4 - 4   |    |       T6892c83 |          L7357  |
         425.9428   |               16 |            |      |   83726.416   -   107197.107  | 3d6.(5D).4d           | 6D    | 9/2  | 3d6.(5D).6p           | 6P*    | 7/2  |  10 - 8   |    |                |     L18349c139  |
         426.5970   |               11 |            |      |   91575.149   -   115009.864  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(5D).6d           | 6P     | 3/2  |   6 - 4   |    |                |     L18349c139  |
         427.14004  |               34 |            |      |   91575.149   -   114980.083  | 3d6.(5D).5p           | w 6P* | 5/2  | 3d6.(5D).6d           | 6P     | 7/2  |   6 - 8   |    |                |     L18349c139  |
         427.1942   |       23bl(Fe I) |            |      |   84326.967   -   107728.935  | 3d6.(5D).4d           | 6P    | 5/2  | 3d5.(2D3).4s.4p.(3P*) | 2D*    | 5/2  |   6 - 6   |    |                |     L18349c148  |
         427.3317   |               80 | 9.e+04     | E    |   21812.0454  -    45206.4704 | 3d6.(3P2).4s          | b 4P  | 3/2  | 3d6.(5D).4p           | z 4D*  | 1/2  |   4 - 2   |    |       T6892c83 |          L7357  |
         428.2195   |               13 |            |      |   89890.396   -   113236.296  | 3d6.(3F1).4p          | 4G*   | 7/2  | 3d6.(5D).7s           | 4D     | 5/2  |   8 - 6   |    |                |     L18349c139  |
         428.97755  |               20 |            |      |   91048.225   -   114352.875  | 3d6.(3P1).5p          | 4P*   | 3/2  | 3d6.(5D).6d           | 114352 | 5/2  |   4 - 6   |    |                |     L18349c148  |
         429.0595   |               50 |            |      |   79243.462   -   102543.689  | 3d6.(1D2).4p          | w 2P* | 3/2  | 3d6.(5D).6s           | 6D     | 3/2  |   4 - 4   |    |                |     L18349c139  |
         429.08643  |      150bl(Fe I) |            |      |   84424.422   -   107723.200  | 3d6.(5D).4d           | 6P    | 3/2  | 3d6.(5D).6p           | 6F*    | 1/2  |   4 - 2   |    |                |     L18349c148  |
         429.6567   |              320 | 7.e+04     | E    |   21812.0454  -    45079.9019 | 3d6.(3P2).4s          | b 4P  | 3/2  | 3d6.(5D).4p           | z 4F*  | 5/2  |   4 - 6   |    |       T6892c83 |          L7357  |
         429.8681   |                9 |            |      |   90300.628   -   113557.048  | 3d6.(5D).5p           | 6F*   | 7/2  | 3d6.(5D).6d           | 6F     | 9/2  |   8 - 10  |    |                |     L18349c139  |
         430.3168   |              110 | 2.2e+05    | D+   |   21812.0454  -    45044.1916 | 3d6.(3P2).4s          | b 4P  | 3/2  | 3d6.(5D).4p           | z 4D*  | 3/2  |   4 - 4   |    |          T7589 |     L18349c139  |
         430.45403  |      500bl(Fe I) |            |      |   83136.508   -   106361.238  | 3d6.(5D).4d           | e 6F  | 7/2  | 3d6.(5D).6p           | 6D*    | 9/2  |   8 - 10  |    |                |     L18349c148  |
         430.83114  |               26 |            |      |   91843.485   -   115047.887  | 3d6.(5D).5p           | w 6P* | 3/2  | 3d6.(5D).6d           | 6P     | 5/2  |   4 - 6   |    |                |     L18349c139  |
         431.23919  |               11 |            |      |  104873.232   -   128055.701  | 3d6.(5D).5d           | 4D    | 7/2  | 3d6.(3G<3>).4f        | 2[5]*  | 9/2  |   8 - 10  |    |                |     L18349c139  |
         431.77126  |               16 |            |      |   90780.623   -   113934.512  | 3d6.(5D).5p           | 4F*   | 7/2  | 3d6.(5D).6d           | 6D     | 5/2  |   8 - 6   |    |                |     L18349c139  |
         433.2998   |               35 |            |      |   80346.060   -   103418.280  | 3d6.(5D).5s           | e 4D  | 1/2  | 3d6.(5D<3>).4f        | 2[0]*  | 1/2  |   2 - 2   |    |                |     L18349c139  |
         433.3218   |                4 |            |      |  104411.671   -   127482.749  | 3d6.(5D).5d           | 6D    | 9/2  | 3d6.(3G<5>).4f        | 2[6]*  | 11/2 |  10 - 12  |    |                |     L18349c139  |
         433.6309   |               14 |            |      |   85184.773   -   108239.375  | 3d6.(5D).4d           | e 4G  | 9/2  | 3d5.(2F1).4s.4p.(3P*) | 4D*    | 7/2  |  10 - 8   |    |                |     L18349c139  |
         434.6922   |               25 |            |      |   83868.450   -   106866.770  | 3d6.(1F).4p           | v 2D* | 5/2  | 3d6.(3F2).4d          | 4F     | 5/2  |   6 - 6   |    |                |     L18349c139  |
         434.80635  |      20000bl(Ar) |            |      |   91167.936   -   114160.174  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(5D).6d           | 4F     | 9/2  |   8 - 10  |    |                |     L18349c148  |
         435.17629  |              600 | 4.9e+05    | C+   |   21812.0454  -    44784.7859 | 3d6.(3P2).4s          | b 4P  | 3/2  | 3d6.(5D).4p           | z 4D*  | 5/2  |   4 - 6   |    |          T7589 |     L18349c139  |
         435.6516   |               60 |            |      |   80178.005   -   103125.717  | 3d6.(5D).5s           | e 4D  | 3/2  | 3d6.(5D<4>).4f        | 2[1]*  | 1/2  |   4 - 2   |    |                |     L18349c139  |
         435.7571   |              100 | 9.e+05     | D+   |   49100.956   -    72043.060  | 3d6.(3P1).4s          | c 4P  | 1/2  | 3d6.(3D).4p           | w 4P*  | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         435.8162   |               70 | 2.5e+06    | D+   |   76129.465   -    99068.465  | 3d6.(1S2).4p          | x 2P* | 3/2  | 3d6.(3P2).5s          | 2P     | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         436.1589   |               23 |            |      |   84296.881   -   107217.854  | 3d6.(5D).4d           | e 6G  | 11/2 | 3d6.(5D).6p           | 6F*    | 9/2  |  12 - 10  |    |                |     L18349c139  |
         436.5744   |         50bl(Ne) |            |      |   84266.594   -   107165.760  | 3d6.(5D).4d           | 6P    | 7/2  | 3d6.(5D).6p           | 4F*    | 7/2  |   8 - 8   |    |                |     L18349c148  |
         436.7376   |               11 |            |      |   87537.646   -   110428.305  | 3d5.(4G).4s.4p.(3P*)  | y 6F* | 7/2  | 3d6.(3G).4d           | 4F     | 5/2  |   8 - 6   |    |                |     L18349c139  |
         436.9400   |               70 | 2.3e+04    | E    |   22409.8178  -    45289.8248 | 3d6.(3P2).4s          | b 4P  | 1/2  | 3d6.(5D).4p           | z 4F*  | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c139  |
         437.3695   |               32 |            |      |   84035.172   -   106892.717  | 3d6.(5D).4d           | e 6G  | 13/2 | 3d6.(5D).6p           | 6F*    | 11/2 |  14 - 12  |    |                |     L18349c139  |
         438.5379   |              130 | 4.5e+05    | D    |   22409.8178  -    45206.4704 | 3d6.(3P2).4s          | b 4P  | 1/2  | 3d6.(5D).4p           | z 4D*  | 1/2  |   2 - 2   |    |       T6892c83 |     L18349c139  |
         438.6156   |              100 |            |      |   38164.220   -    60956.781  | 3d6.(1D2).4s          | c 2D  | 5/2  | 3d6.(3H).4p           | z 4G*  | 7/2  |   6 - 8   |    |                |     L18349c139  |
         438.92446  |      500bl(Fe I) |            |      |   90593.511   -   113370.112  | 3d6.(5D).5p           | 6F*   | 3/2  | 3d6.(5D).7s           | 6D     | 1/2  |   4 - 2   |    |                |     L18349c148  |
         439.1165   |     40bl(Fe II)* |            |      |   62962.215   -    85728.846  | 3d6.(3P2).4p          | y 4D* | 3/2  | 3d6.(5D).4d           | 4S     | 3/2  |   4 - 4   |    |                |     L18349c146  |
         439.1165   |     40bl(Fe II)* |            |      |   91167.936   -   113934.512  | 3d6.(5D).5p           | w 6P* | 7/2  | 3d6.(5D).6d           | 6D     | 5/2  |   8 - 6   |    |                |     L18349c146  |
         439.5137   |               25 | 1.0e+06    | D+   |   79284.919   -   102030.965  | 3d5.(6S).4s.4p.(1P*)  | x 6P* | 5/2  | 3d6.(5D).6s           | 6D     | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         439.58141  |               33 |            |      |   90487.827   -   113230.351  | 3d6.(5D).5p           | 6F*   | 5/2  | 3d6.(5D).7s           | 6D     | 3/2  |   6 - 4   |    |                |     L18349c139  |
         439.7912   |         60bl(Ne) |            |      |   49506.922   -    72238.564  | 3d6.(3P1).4s          | c 4P  | 3/2  | 3d6.(3D).4p           | w 4F*  | 5/2  |   4 - 6   |    |                |     L18349c146  |
         439.9803   |               16 |            |      |   90648.230   -   113370.112  | 3d6.(5D).5p           | 6F*   | 1/2  | 3d6.(5D).7s           | 6D     | 1/2  |   2 - 2   |    |                |     L18349c139  |
         440.14425  |      400bl(Fe I) |            |      |   83305.229   -   106018.682  | 3d6.(1F).4p           | v 2G* | 7/2  | 3d6.(3H).4d           | 2H     | 9/2  |   8 - 10  |    |                |     L18349c148  |
         440.2879   |              100 | 4.7e+05    | D    |   49506.922   -    72212.989  | 3d6.(3P1).4s          | c 4P  | 3/2  | 3d6.(3D).4p           | w 4P*  | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         440.66683  |               50 |            |      |   90300.628   -   112987.144  | 3d6.(5D).5p           | 6F*   | 7/2  | 3d6.(5D).7s           | 6D     | 5/2  |   8 - 6   |    |                |     L18349c139  |
         440.95187  |              400 |            |      |   61041.734   -    83713.583  | 3d6.(3H).4p           | z 4G* | 5/2  | 3d6.(5D).4d           | 6D     | 7/2  |   6 - 8   |    |                |     L18349c139  |
         441.3600   |               15 | 2.2e+03    | E    |   21581.6151  -    44232.5398 | 3d6.(3H).4s           | a 4H  | 9/2  | 3d6.(5D).4p           | z 4F*  | 9/2  |  10 - 10  |    |       T6892c83 |          L7357  |
         441.6339   |         20bl(Ne) |            |      |   90593.511   -   113230.351  | 3d6.(5D).5p           | 6F*   | 3/2  | 3d6.(5D).7s           | 6D     | 3/2  |   4 - 4   |    |                |     L18349c148  |
         441.6818   |        130bl(Ne) | 2.1e+05    | D    |   22409.8178  -    45044.1916 | 3d6.(3P2).4s          | b 4P  | 1/2  | 3d6.(5D).4p           | z 4D*  | 3/2  |   2 - 4   |    |       T6892c83 |     L18349c148  |
